Original Name,Gender,Description,Location
OIGHRIG,female,"Possibly a modern variant spelling of Scottish Gaelic Aithbhreac , meaning `` new speckled one . ''",Scottish
PAAIE,female,"Manx form of Scottish Peigi , meaning `` pearl . ''",Scottish
PAISLEY,female,"Scottish surname transferred to unisex forename use , from an Anglicized form of Gaelic Pàislig , possibly meaning `` church . ''",Scottish
PÀISLIG,female,"Scottish Gaelic name , possibly derived from Late Latin basilica , meaning `` church . ''",Scottish
PEIGI,female,"Pet form of Scottish Maighread , meaning `` pearl . ''",Scottish
RAGHNAID,female,"Scottish Gaelic form of Scandinavian Ragnhild , meaning `` battle counsel . ''",Scottish
RHONA,female,"Old Scottish name , possibly meant to be a feminine form of English/Scottish Ronald , meaning `` wise ruler . ''",Scottish
RODINA,female,"Scottish feminine form of English Rodney , meaning `` Hroda 's fen/island . ''",Scottish
RONA,female,"Variant spelling of English/Scottish Rhona , meaning `` wise ruler . ''",Scottish
RONALDA,female,"Feminine form of English/Scottish Ronald , meaning `` wise ruler . ''",Scottish
SAUNDRA,female,"Scottish diminutive form of Latin Alexandra , meaning `` defender of mankind . ''",Scottish
SENGA,female,"Scottish name , probably derived from the Gaelic word seang , meaning `` slender . ''",Scottish
SEONAG,female,"Scottish Gaelic form of English Joan , meaning `` God is gracious . ''",Scottish
SEÒNAID,female,"Scottish Gaelic form English Janet , meaning `` God is gracious . ''",Scottish
SÌLE,female,"Scottish Gaelic form of Latin Cæcilia , meaning `` blind . ''",Scottish
SÌLEAS,female,"Scottish Gaelic form of Latin Cæcilia , meaning `` blind . ''",Scottish
SÌNE,female,"Scottish Gaelic form of French Jeanne , meaning `` God is gracious . ''",Scottish
SÌNEAG,female,"Scottish Gaelic form of French Jeanette , meaning `` God is gracious . ''",Scottish
SLÀINE,female,"Scottish form of Irish Gaelic Sláine , meaning `` health . ''",Scottish
SORCHA,female,Gaelic name meaning `` radiant . '' In use by the Irish and Scottish,Scottish
TEÀRLAG,female,"Feminine form of Scottish Gaelic Teàrlach , meaning `` instigator . ''",Scottish
TEASAG,female,"Pet form of Scottish Gaelic Seonag , meaning `` God is gracious . ''",Scottish
ÙNA,female,"Scottish Gaelic form of Irish Gaelic Úna , probably meaning `` famine , hunger . ''",Scottish
ADRIJAN,male,"Serbian and Slovene form of Latin Adrianus , meaning `` from Hadria . ''",Serbian
ANDRIJA,male,"Croatian and Serbian form of Greek Andreas , meaning `` man ; warrior . ''",Serbian
ANTONIJE,male,"Serbian form of Greek Antonios , possibly meaning `` invaluable . ''",Serbian
BOJAN,male,"Serbian and Slovene form of Slavic Boian , meaning `` warrior . ''",Serbian
BRANISLAV,male,"Serbian form of Slavic Bronislav , meaning `` glorious protector . '' Also in use by the Czechs , Slovaks and Slovenians",Serbian
BRANKO,male,"Pet form of Serbian Branislav , meaning `` glorious protector . ''",Serbian
BRATISLAV,male,"Serbian name composed of the Slavic elements bratu `` brother '' and slav `` glory , '' hence `` brother of glory . ''",Serbian
DANIJEL,male,"Serbian form of Greek Daniēl , meaning `` God is my judge . ''",Serbian
DARKO,male,"Serbian name derived from Slavic dar , meaning `` gift . ''",Serbian
DEJAN,male,"Serbian name derived from the Slavic element deja , meaning `` to take action . ''",Serbian
DIMITRIJE,male,"Serbian form of Latin Demetrius , meaning `` loves the earth '' or `` follower of Demeter . ''",Serbian
DJORDJE,male,"Serbian form of English George , meaning `` earth-worker , farmer . ''",Serbian
DOBRILO,male,Serbian name meaning `` encourages goodness in others . '',Serbian
DRAGAN,male,"Slavic name derived from the word drag , meaning `` dear , beloved . '' In use by the Croatians , Serbians and Slovenes",Serbian
DRAGO,male,"Slavic name derived from the word drago meaning `` precious . '' In use by the Croatians , Serbians , Slovenes . Compare with another form of Drago",Serbian
DRAGOMIR,male,"Slavic name composed of the elements dorogo `` precious '' and mir `` peace , '' hence `` precious peace . '' In use by the Bulgarians , Croatians , Romanians , and Serbians",Serbian
DRAGOSLAV,male,"Slavic name composed of the elements drago `` precious '' and slav `` glory , '' hence `` precious glory . '' In use by the Serbians",Serbian
DU'AN,male,Serbian name meaning `` soul . '',Serbian
FILIP,male,"Serbian form of Greek Philippos , meaning `` lover of horses . ''",Serbian
GORAN,male,Serbian name meaning `` mountain man . '',Serbian
ILIJA,male,"Macedonian and Serbian form of Greek Elias , meaning `` the Lord is my God . '' Compare with another form of Ilija",Serbian
JANKO,male,"Croatian and Serbian diminutive form of Latin Johannes , meaning `` God is gracious . '' Compare with another form of Janko",Serbian
JAVOR,male,Serbian name meaning `` maple tree . '',Serbian
JOSIF,male,"Serbian form of Greek Ioseph , meaning `` ( God ) shall add ( another son ) . ''",Serbian
JOVAN,male,"Serbian form of Greek Ioannes ( Latin Johannes ) , meaning `` God is gracious . ''",Serbian
KRISTIJAN,male,"Croatian , Serbian and Slovene form of Greek Christianos , meaning `` believer '' or `` follower of Christ . ''",Serbian
LAZA,male,"Pet form of Serbian Lazar , meaning `` my God has helped . ''",Serbian
LAZAR,male,"Russian and Serbian form of Latin Lazarus , meaning `` my God has helped . ''",Serbian
LJUBOMIR,male,"Croatian and Serbian form of Polish Lubomir , meaning `` love 's peace . ''",Serbian
MARKO,male,"Serbian and Slovene form of Greek Markos , meaning `` defense '' or `` of the sea . '' Also in use by the Basques , Bulgarians , Dutch , Finnish , Germans , and Romani . Compare with another form of Marko",Serbian
MIHAILO,male,"Serbian form of Greek Michaēl , meaning `` who is like God ? ''",Serbian
MIHAJLO,male,"Serbian form of Greek Michaēl , meaning `` who is like God ? ''",Serbian
MILJAN,male,Serbian name meaning `` charming . '',Serbian
MIOMIR,male,Serbian name meaning `` scent . '',Serbian
NEBOJSA,male,Serbian name meaning `` fearless . '',Serbian
NEMANJA,male,Serbian name meaning `` having no possessions ; poor . '',Serbian
NENAD,male,"Serbian name , possibly meaning `` unexpected . ''",Serbian
OBRAD,male,Serbian name meaning `` happiness . '',Serbian
PAVLE,male,"Serbian form of Greek Pavlos , meaning `` small . ''",Serbian
PREDRAG,male,"Serbian name , probably composed of the Slavic elements prid `` foremost , leading '' and drag `` dear , precious , '' hence `` most precious one . ''",Serbian
RADMILO,male,"Serbian form of Polish Radomił , meaning `` happy favor . ''",Serbian
RADOVAN,male,"Serbian name derived from the Slavic word rad , meaning `` happy . ''",Serbian
RATKO,male,"Serbian name derived from the Slavic element rad , meaning `` happy . ''",Serbian
SAVA,male,"Bulgarian and Serbian form of Spanish Sabas , meaning `` old man . '' Compare with other forms of Sava",Serbian
SLAVCO,male,"Serbian name derived from Slavic slav , meaning `` glory . '' Used as a pet form of Slavoljub",Serbian
SLAVOLJUB,male,Serbian name meaning `` glorious . '',Serbian
SLOBODAN,male,Serbian name meaning `` freedom . '',Serbian
SRECKO,male,Serbian name meaning `` luck . '',Serbian
STANISLAV,male,"Slavic name composed of the elements stan `` government '' and slav `` glory , '' hence `` glorious government . '' In use by the Bulgarians , Czechs , Croatians , Russians , Serbians , Slovaks , Slovenes , and Ukrainians",Serbian
STEVAN,male,"Serbian form of Greek Stephanos , meaning `` crown . ''",Serbian
STOJAN,male,"Serbian and Slovene form of Bulgarian Stoyan , meaning `` stand , stay . ''",Serbian
TIHOMIR,male,"Bulgarian , Croatian and Serbian name meaning `` peace . ''",Serbian
VASILIJE,male,"Serbian form of Greek Vasilios , meaning `` king . ''",Serbian
VELEMIR,male,"Variant spelling of Croatian/Serbian Velimir , meaning `` great peace . ''",Serbian
VELIMIR,male,"Croatian and Serbian name composed of the Slavic elements vele `` great '' and mir `` peace , '' hence `` great peace . ''",Serbian
VIKTOR,male,"Slavic form of Roman Latin Victor , meaning `` conqueror . '' In use by the Bulgarians , Russians and Serbians . Compare with another form of Viktor",Serbian
VILIM,male,"Serbian form of German Wilhelm , meaning `` will-helmet . ''",Serbian
VILKO,male,"Pet form of Serbian Vilim , meaning `` will-helmet . ''",Serbian
VLADIMIR,male,"Slavic name composed of the elements volod `` to rule '' and mir `` peace , '' hence `` peaceful ruler . '' In use by the Bulgarians , Croatians , Russians and Serbians",Serbian
VLADISLAV,male,"Slavic name composed of the elements vlado `` to rule '' and slav `` glory , '' hence `` rules with glory . '' In use by the Bulgarians , Russians and Serbians",Serbian
VUK,male,"Short form of Serbian Vukasin , meaning `` wolf . ''",Serbian
VUKASIN,male,Serbian name meaning `` wolf . '',Serbian
ZLATAN,male,Croatian and Serbian name meaning `` gold . '',Serbian
ZORAN,male,Serbian name meaning `` light of dawn . '',Serbian
ZUBIN,male,"Serbian form of Hebrew Zebuwluwn , meaning `` to exalt , to honor . '' Compare with other forms of Zubin",Serbian
ADRIJANA,female,"Feminine form of Serbian/Slovene Adrijan , meaning `` from Hadria . ''",Serbian
ANA,female,"Bulgarian and Serbian form of Greek Hanna , meaning `` favor ; grace . ''",Serbian
ANDJELA,female,"Serbian form of Latin Angela , meaning `` angel , messenger . ''",Serbian
BILJANA,female,Serbian name meaning `` herb . '',Serbian
BOJANA,female,"Feminine form of Serbian/Slovene Bojan , meaning `` warrior . ''",Serbian
BRANISLAVA,female,"Feminine form of Serbian Branislav , meaning `` glorious protector . '' Also in use by the Czechs , Slovaks and Slovenians",Serbian
BRANKA,female,"Pet form of Serbian Branislava , meaning `` glorious protector . ''",Serbian
DANIJELA,female,"Feminine form of Serbian Danijel , meaning `` God is my judge . ''",Serbian
DEJANA,female,"Feminine form of Serbian Dejan , meaning `` to take action . ''",Serbian
DIJANA,female,"Serbian form of Latin Diana , meaning `` divine , heavenly . ''",Serbian
DRAGANA,female,"Feminine form of Slavic Dragan , meaning `` dear , beloved . '' In use by the Croatians and Serbians",Serbian
DRAGOSLAVA,female,"Feminine form of Slavic Dragoslav , meaning `` precious glory . '' In use by the Serbians",Serbian
FILIPA,female,"Feminine form of Serbian Filip , meaning `` lover of horses . ''",Serbian
GORDANA,female,"Croatian and Serbian form of Roman Latin Gordiana , meaning `` from Gordium . ''",Serbian
GRUBANA,female,Serbian name meaning `` tender . '',Serbian
JAGODA,female,Croatian and Serbian name meaning `` strawberry . '' Compare with another form of Jagoda,Serbian
JELENA,female,"Serbian form of Greek Helénē , probably meaning `` torch . '' Compare with other forms of Jelena",Serbian
JOVANA,female,"Feminine form of Serbian Jovan , meaning `` God is gracious . ''",Serbian
JOVANKA,female,"Pet form of Serbian Jovana , meaning `` God is gracious . ''",Serbian
LJUBICA,female,Serbian name meaning `` violet flower . '',Serbian
MILINKA,female,Serbian name meaning `` grace . '',Serbian
MILJANA,female,Serbian name meaning `` charming . '',Serbian
MIRJANA,female,"Croatian and Serbian form of Hebrew Miryam , meaning `` obstinacy , rebelliousness '' or `` their rebellion . ''",Serbian
NATALIJA,female,"Croatian , Serbian and Slovene form of Latin Natalia , meaning `` birthday , '' or in Church Latin `` Christmas day . ''",Serbian
NATAŠA,female,"Croatian , Serbian and Slovene form of Russian Natasha , meaning `` birthday , '' or in Church Latin `` Christmas day . ''",Serbian
RADMILA,female,"Feminine form of Serbian Radmilo , meaning `` happy favor . ''",Serbian
RADOJKA,female,Serbian name meaning `` joy . '',Serbian
SENKA,female,Serbian name meaning `` shadow . '',Serbian
SLAVICA,female,Serbian name meaning `` glory . '',Serbian
SLAVNA,female,Serbian name meaning `` glorious . '',Serbian
SNEŽANA,female,"Serbian form of Croatian Snjezana , meaning `` snow woman . ''",Serbian
SOFIJA,female,"Croatian and Serbian form of Greek Sophia , meaning `` wisdom . ''",Serbian
SREBRENKA,female,Serbian name meaning `` silver . '',Serbian
SUZANA,female,"Serbian form of Greek Sousánna , meaning `` lily . '' Compare with other forms of Suzana",Serbian
TATJANA,female,"Croatian and Serbian form of Latin Tatiana , probably meaning `` father . ''",Serbian
TIJANA,female,Serbian name meaning `` peace . '',Serbian
VEDRANA,female,"Croatian and Serbian name meaning `` jolly , merry . ''",Serbian
VESNA,female,"Slavic myth name of a goddess ofspring , meaning `` messenger . '' In use by the Croatians , Latvians , and Serbians",Serbian
ZORA,female,"Feminine form of Serbian Zoran , meaning `` light of dawn . '' Compare with another form of Zora",Serbian
BELBOG,male,"Variant spelling of Slavic Belobog , meaning `` white god . ''",Slavic
BELOBOG,male,"Slavic name composed of the elements byelo `` white '' and bog `` god , '' hence `` white god . '' In mythology , this is the name of a god of light and sun , the counterpart of Crnobog ( `` black god '' ) , the cursed god of darkness",Slavic
BELUN,male,"Variant form of Slavic Belobog , meaning `` white god . ''",Slavic
BIALBOG,male,"Variant spelling of Slavic Belobog , meaning `` white god . ''",Slavic
BIELOBOG,male,"Variant spelling of Slavic Belobog , meaning `` white god . ''",Slavic
BOGDAN,male,"Slavic name composed of the elements bog `` god '' and dan `` gift , '' hence `` gift from God . '' In use by the Bulgarians",Slavic
BOGOMIR,male,"Slavic name composed of the elements bog `` god '' and mir `` peace , '' hence `` God-peace . ''",Slavic
BOGOSLAV,male,"Slavic name composed of the elements bog `` god '' and slav `` glory , '' hence `` God-glory . ''",Slavic
BOGUMIL,male,"Slavic name composed of the elements bog `` god '' and mil `` favor , '' hence `` God-favor . ''",Slavic
BOIAN,male,"Slavic name derived from the word boi , meaning `` battle , '' hence `` warrior . '' In use by the Romanians",Slavic
BOLESLAV,male,"Slavic name composed of the elements bole `` large '' and slav `` glory , '' hence `` large glory . '' In use by the Russians",Slavic
BORISLAV,male,"Slavic name composed of the elements bor- `` battle '' and slav `` glory , '' hence `` battle glory . '' In use by the Bulgarians and Russians",Slavic
BOZIDAR,male,"Slavic name composed of the elements bozy `` divine '' and dar `` gift , '' hence `` divine gift . ''",Slavic
BRONISLAV,male,"Slavic name composed of the elements bron `` protection '' and slav `` glory , '' hence `` glorious protector . '' In use by the Czechs , Russians and Slovaks",Slavic
